Rk,,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
105,Chris Thompson,WAS,27,rb,10,1,54,39,72.20%,510,13.1,4,74,3.9,51,3
106,Sammy Watkins,LAR,24,WR,15,14,70,39,55.70%,593,15.2,8,67,2.6,39.5,0
107,Deonte Thompson,2TM,28,,16,10,69,38,55.10%,555,14.6,2,46,2.4,34.7,1
108,Matt Forte,NYJ,32,rb,12,4,45,37,82.20%,293,7.9,1,34,3.1,24.4,1
109,Cole Beasley,DAL,28,wr,15,4,63,36,57.10%,314,8.7,4,54,2.4,20.9,0
110,Leonard Fournette,JAX,22,RB,13,13,48,36,75.00%,302,8.4,1,28,2.8,23.2,2
111,Devonta Freeman,ATL,25,RB,14,14,47,36,76.60%,317,8.8,1,29,2.6,22.6,4
112,Roger Lewis,NYG,24,WR,15,8,72,36,50.00%,416,11.6,2,34,2.4,27.7,0
113,Lamar Miller,HOU,26,RB,16,13,45,36,80.00%,327,9.1,3,32,2.3,20.4,1
114,Torrey Smith,PHI,28,WR,16,14,67,36,53.70%,430,11.9,2,59,2.3,26.9,0
115,Josh Doctson,WAS,25,WR,16,14,78,35,44.90%,502,14.3,6,52,2.2,31.4,0
116,Charles Sims,TAM,27,,16,0,47,35,74.50%,249,7.1,1,25,2.2,15.6,1
117,Travis Benjamin,LAC,28,wr,16,3,62,34,54.80%,567,16.7,4,62,2.1,35.4,2
118,Corey Davis,TEN,22,WR,11,9,65,34,52.30%,375,11,0,37,3.1,34.1,1
119,Wayne Gallman,NYG,23,rb,13,1,48,34,70.80%,193,5.7,1,11,2.6,14.8,3
120,Chris Godwin,TAM,21,wr,16,2,55,34,61.80%,525,15.4,1,70,2.1,32.8,0
121,Chris Hogan,NWE,29,wr,9,7,59,34,57.60%,439,12.9,5,47,3.8,48.8,0
122,J.D. McKissic,SEA,24,rb,13,1,46,34,73.90%,266,7.8,2,27,2.6,20.5,0
123,DeAndre Washington,OAK,24,,15,0,45,34,75.60%,197,5.8,1,15,2.3,13.1,2
124,Seth Devalve,CLE,24,te,16,4,58,33,56.90%,395,12,1,49,2.1,24.7,1
125,Taylor Gabriel,ATL,26,wr,16,4,51,33,64.70%,378,11.5,1,40,2.1,23.6,0
126,Jermaine Gresham,ARI,29,TE,14,14,46,33,71.70%,322,9.8,2,21,2.4,23,0
127,Kyle Juszczyk*,SFO,26,FB,14,10,42,33,78.60%,315,9.5,1,44,2.4,22.5,2
128,Danny Woodhead,BAL,32,,8,0,39,33,84.60%,200,6.1,0,22,4.1,25,0
129,Kenyan Drake,MIA,23,rb,16,6,48,32,66.70%,239,7.5,1,47,2,14.9,2
130,Dion Lewis,NWE,27,RB,16,8,35,32,91.40%,214,6.7,3,20,2,13.4,0
131,David Njoku,CLE,21,te,16,5,60,32,53.30%,386,12.1,4,34,2,24.1,0
132,Jaron Brown,ARI,27,WR,16,8,69,31,44.90%,477,15.4,4,52,1.9,29.8,0
133,Cordarrelle Patterson,OAK,26,wr,16,2,42,31,73.80%,309,10,0,59,1.9,19.3,3
134,Martellus Bennett,2TM,30,,9,7,44,30,68.20%,286,9.5,0,33,3.3,31.8,0
135,Devontae Booker,DEN,25,,13,0,38,30,78.90%,275,9.2,0,29,2.3,21.2,2
136,Rex Burkhead,NWE,27,rb,10,3,36,30,83.30%,254,8.5,3,23,3,25.4,1
137,Ed Dickson,CAR,30,TE,16,12,48,30,62.50%,437,14.6,1,64,1.9,27.3,0
138,Antonio Gates,LAC,37,te,16,4,52,30,57.70%,316,10.5,3,27,1.9,19.8,0
139,T.J. Jones,DET,25,wr,14,6,49,30,61.20%,399,13.3,1,34,2.1,28.5,1
140,Joe Mixon,CIN,21,rb,14,7,34,30,88.20%,287,9.6,0,67,2.1,20.5,3
141,T.J. Yeldon,JAX,24,,10,0,41,30,73.20%,224,7.5,0,20,3,22.4,2
142,Bruce Ellington,HOU,26,wr,11,6,57,29,50.90%,330,11.4,2,35,2.6,30,1
143,Bennie Fowler,DEN,26,wr,16,4,56,29,51.80%,350,12.1,3,29,1.8,21.9,1
144,Frank Gore,IND,34,RB,16,16,38,29,76.30%,245,8.4,1,26,1.8,15.3,3
145,JJ Nelson,ARI,25,wr,16,5,61,29,47.50%,508,17.5,2,46,1.8,31.8,1
146,C.J. Anderson,DEN,26,RB,16,16,40,28,70.00%,224,8,1,25,1.8,14,1
147,Nick Boyle,BAL,24,TE,15,11,37,28,75.70%,203,7.3,0,16,1.9,13.5,0
148,Isaiah Crowell,CLE,24,RB,16,16,42,28,66.70%,182,6.5,0,38,1.8,11.4,1
149,Will Fuller,HOU,23,WR,10,10,50,28,56.00%,423,15.1,7,59,2.8,42.3,0
150,Kenny Golladay,DET,24,k/wr,11,5,48,28,58.30%,477,17,3,54,2.5,43.4,0
151,Tevin Coleman,ATL,24,fb/rb,15,3,39,27,69.20%,299,11.1,3,39,1.8,19.9,1
152,Austin Ekeler,LAC,22,,16,0,35,27,77.10%,279,10.3,3,38,1.7,17.4,2
153,Rashard Higgins,CLE,23,fb/wr,15,4,50,27,54.00%,312,11.6,2,56,1.8,20.8,1
154,Zay Jones,BUF,22,WR,15,10,74,27,36.50%,316,11.7,2,33,1.8,21.1,0
155,Ricardo Louis,CLE,23,WR,16,9,61,27,44.30%,357,13.2,0,37,1.7,22.3,0
156,Jordan Reed,WAS,27,te,6,5,35,27,77.10%,211,7.8,2,20,4.5,35.2,1
157,Jalen Richard,OAK,24,rb,16,1,36,27,75.00%,256,9.5,1,39,1.7,16,8
158,Charcandrick West,KAN,26,,13,0,34,27,79.40%,150,5.6,2,25,2.1,11.5,1
159,Dede Westbrook,JAX,24,wr,7,5,51,27,52.90%,339,12.6,1,29,3.9,48.4,1
160,Ezekiel Elliott,DAL,22,RB,10,10,38,26,68.40%,269,10.3,2,72,2.6,26.9,1
161,O.J. Howard,TAM,23,TE,14,14,39,26,66.70%,432,16.6,6,58,1.9,30.9,3
162,Donte Moncrief,IND,24,WR,12,8,47,26,55.30%,391,15,2,60,2.2,32.6,0
